tweet,label,,,,
#SMALLPOX patient? LESIONS...all over? WHY? TAKE CARE! AVOID SCRATCHING LESIONS...AVOID RUBBING EYES #ADMINISTRATIVECONTROL! #MONKEYPOXVIRUS...SAME #ORTHOPOX! #COVID VACCINATION? Different! ERGO there is #OMICRON VACCINATION...there is #MONKEYPOX...there is one for #FLU! BEST!,1,,,,
"WAs #COVID state of emergency will lift on Oct. 31, Å¶@JayInslee",1,,,,
"Corona Virus Cases in Sweden 

Date = 2022-09-11 
Confirmed Cases = 2573548 
Deaths = 20006 

#Sweden #Sverige #COVID #Coronavirus #Corona",1,,,,
"Weekend Repost: Premiums written for surplus lines jump to record $82B in 2021 #riskmanagement #surpluslines #emergingrisks #riskmanagement #covid
",1,,,,
I pray everyday that all responsible for murdering my father-in-law and almost killed my husband pay for their crimes against humanity! #Covid #Death #Ivermectin #Inoculation #Intubation #remdesivir,0,,,,
"Says #Covid-19 had a huge impact on our SDGs ito #poverty, #education and #gender-based violence, and justice and peace and issues around that. #PHASA2022 @CovidSupportSA @HealthZA",1,,,,
"Gray says in respone to #Covid_19, we can do two things: Either go on with business as usual or try to use the lesson learnt from #Covid to bring about important changes to the way we work both in the #Health system & at a global level. #PHASA2022 @SECTION27news @PublicHealthSA",1,,,,
"#COVID: gotta ask this again: what happened to that ""dark winter"" the unjabbed were told was coming? Time has shown that THEY are turning out to be the SAFEST ones. Don't bother arguing with me: I don't care about the opinions of the pro-mandate people anymore.",0,,,,
"Update for a low risk #Covid #flu season 2022. Think about it. Who wants to risk getting #longcovid with the longterm physically compromised life that comes with that...
Wear a mask indoors+vax that's it, that's all
#cdnpoli
#onpoli #Ontario #Niagara",1,,,,
"It's pretty clear that if 80% of Canadians return to masking indoors we could reduce average daily COVID deaths and hospitalizations to a level similar to an average flu year.

Even with Omicron.

Why?
",1,,,,
@UKactionteamg We switched to #FFP3 face masks around the end of last year as #Omicron became prominent. Glad to see you advocating for them. Very sorry to hear your daughter has #COVID. I hope she will come through it as well as possible.,1,,,,
The Federal Bureaucrats Have Been Lying to Us All Along So Whats Their Hidden Agenda Now? #cdc #covid #health #statistics,0,,,,
"Governments Forcing These ""Vaccines"" Are Committing Crimes Against Humanity #comorbidities #covid #disease #health",0,,,,
"""These never-ending dystopian mandates are not just confusing. They inflict incalculable damage on our children and their learning outcomes especially students with mental or hearing challenges, who need to see the mouths of their educators.""
#unions #covid #education #2022",0,,,,
Unions have been the source of these ridiculous COVID policies from the beginning because they regard anything that upsets smooth school operations and effective education as an opportunity to exert more influence.,0,,,,
"@ed_unwa @TimesKennedy @thetimes Keep up the good work, my friend. The people deserve ALL the information so they can make proper decisions for themselves and their children! #Vaccine #Covid #COVID19",0,,,,
Lower entry level capital for insurance cos likely #UnionFinanceMinistry #Insurance #GDP #Covid-19,1,,,,
Does anyone believe in #COVID anymore? Are you willing to take more vaccines?,0,,,,
COVID is still floating out there. Making sure these SHURES are good to go. #covid #shure #shuremicrophones #wireless #wirelessmicrophone #disposable,1,,,,
"Synthetic DNA nasal spray could stop COVID, flu, and other viruses #SmartNews #COVID",1,,,,
PSA: A third (bivalent) #COVID booster is available for those who qualify.,1,,,,
"As children head back to the classroom for the academic year, new data shows that pediatric COVID-19 infection rates have increased for the second consecutive week.",1,,,,
@BorisJohnson Well done Boz played the UK people like fools during #covid will give you that. Couldn't see my great grandfather who was in a home because you said he could catch COVID he fukin died alone,1,,,,
"#covid #covid19 #ViteMaDoseDeVaccin #Messi
[FR] 1st dose : ë 80.93363%, 54,555,127 peoples (+548 rdv in 23452 days)

[FR] 2nd dose : 79.60489%, 53,659,460 peoples (+499rdv in 27550 days)",1,,,,
CDC Admits Post-Vaccine Myocarditis Concerns That Were Labeled #Covid Misinformation Are Legit,0,,,,
"@rhosking252 We no the answer, we proved it during #covid and lockdown, nature wins in all aspects. For health,and wellbeing",1,,,,
"@calder_elaine Oops correction, ""(in BC at least)"" related to #COVID mortality in BC is defined as death within 30 days of infection. Unsure #Covid mortality inclusion criteria in other countries.",1,,,,
"This #Passover week the #COVID-19Coronavirus is expected to peak, resulting in the highest number of deaths. Its never wrong to pray.",1,,,,
"Day 14, I'm finally non contagious. Still feel sick though. I got to sleep in my bed for the first time in two weeks. I hope the symptoms don't last for 20 days and I don't have long-term #Covid.",1,,,,
"Ughhhhhhh I think this is the sickest I have ever been. Like legs weak from walking to the bathroom sick. This is awful. My throat is so sore that I can barely swallow. Go home, #Covid. Youre drunk.",1,,,,
"Could the after-effects of #COVID be as dangerous as the virus itself?

Listen as @SarahNev discusses the concerns about the potentially dangerous life-long conditions found in a recent 2022 study.",1,,,,
The truly most dangerous threat to our democracy.. Is a tyrannical government..js ..#9/11 #covid-19 #Ukraine #Afghanistan .. Money being filtered to the rich Schemes.. Donald Trump is truly the only thing standing between us and them,1,,,,
"At brunch today with a group of doctors they said in passing that both the Queen and Philip died from complications of Covid, but that it doesnt look good to acknowledge a head of state died from the virus. î #QueenElizabethII #Covid",0,,,,
"@TalentOfThePen It isn't just people who are immunocompromised. When you are a single parent w/almost no one to help you, you can't be sick like that and particularly can't take the risk on #longcovid. And there are financial risk w/#COVID.",1,,,,
"Imagine having to wear a face mask and sit by yourself at your Spouse of 73 years funeral? #Covid 

Queen Elizabeth II lays to rest her 'strength and stay' Prince Philip - New Vision",1,,,,
"#Employers who mandate a return to the office should safeguard #workers health and, among other measures, install #HEPAfilters or equivalent and ensure proper ventilation so that the indoors air is safe to breathe. 

#COVID is airborne 
2 of 2",1,,,,
"RETURNING TO THE OFFICE? YES, BUT SAFELY. 

We are still amidst a #covid pandemic that continues to kill people and leave many others with long-term sequelae (#longcovid). Vaccines are useful but do not prevent infection. 
1 of 2",1,,,,
"On Friday( 2 days ago) the latest #UKHSA #Official #Covid #Technical #Briefing was released.
Bather belatedly, #BA4.6 has been designated a ""#variant"" in the #UK. I have mentioned for some weeks tat it is the ""front runner""Ñ
#official V-22SEP-01 (BA.4.6)
",1,,,,
"Longterm impact of the #COVID19 pandemic on facility and home dwelling people with #dementia: Perspectives from professionals involved in dementia care

#Geriatrics #Nursing #Care
",1,,,,
"I keep encountering tweets from DOCTORS saying #COVID is preventable w/current pharma prophylactics. AVOIDING INFECTION is the best prevention. Breakthrough is common. And #LongCovid goes largely ignored as it disables millions. HONESTY SAVES LIVES.
",1,,,,
Also no answer to the #alcohol ban? It was never a problem on the trains. Brought in because daft #SNP thought it would cause #COVID transmission and not lifted #idiotic @theSNP,1,,,,
It hasn't gone away #Covid,1,,,,
"Let's never forget the victims of the #covid pandemic.

20 million lives lost.

100 million grieving relatives, traumatized caregivers",1,,,,
"RIP #JavierMarias. Another #covid loss. Covid is not over, folks.",1,,,,
Survivors of the #Sept11th attacks including first responders & folks who were part of the cleanup efforts are at high risk of #COVID complications. They were abandoned by their country when they got sick & they've been abandoned again in the pandemic. Wanna be a patriot? #MaskUp,1,,,,
"Under your ""leadership"", business in Toronto has suffered more than under any other mayor. Closing streets for months before & right through the holiday season bankrupt hundreds of small business owners who were finally getting back on their feet from #Covid. Tory doesn't care.",1,,,,
"#Covid was always #influenza, 4,000 flu deaths per week in January 2020;IT WAS NEVER #Covid

Remember they have always been lying 

Judy Mikovits: Every Fall they want you to have a flu shot. But these shots now are Pneumonia, influenza and corona (PIC) shot and theyíre going",0,,,,
"Good thing about being a crazy conspiracy theorist that I wonít get, myocarditis, heart attack, blod cloths, SADS, monkeypox etcÖ.#Covid #Vaccine #VaccineSideEffects",0,,,,
"If you were fired for not taking the jab, the vax, the boosters, the shots, if you were dismissed because you didn't have that experimental medical procedure done, you should be entitled to sue. Plain and simple. Any one requiring that still, should be sued. #Covid #Covid_19",1,,,,
Interesting statistic for 9/11 - We have an equivalent number of people (~3K) dying every 10 days from #covid.,1,,,,
"Went to a remembrance for my Uncle that passed away earlier this year. At one point, I was inside and realized how many GOD DAMN people were around me! I tried to stay outside as much as possible, but I'm afraid this will be when I catch #Covid",1,,,,
Having covid sucks!! I have every symptom besides loss of taste and smell. I have no groceries in the house or money and Iím stuck at home for 5 days #Covid,1,,,,
#COVID-19: Long-term effects mayoclinic,1,,,,
"Just like with #Covid, if it hasn't killed a close family member or friend, the #antivaxxers want to call a killer virus ""a cold"".",1,,,,
"Before you light your backyard #fire or #bonfire by your lake, ask yourself, have you asked your #neighbor if they have #breathing issues, #asthma? If so you could be killing them, putting their health in danger. Especially post #COVID. Be less selfish. #NoMoreFires",1,,,,
People donít realize that #Covid is still dangerous. Get vaccinated and wear your mask inside public areas.,1,,,,
"Planning on getting Omicron booster? Hereís what you need to know - CBS Miami. #covid
",1,,,,
"Not surprising stats since our vaccines cannot prevent infection spread & as in my area, older persons 70 & over are the deceased reported. The variants seem to be quite effective in terminating seniors early unfortunately. #Covid",1,,,,
"A New Bombshell Analysis Revealed How Omicron Was Likely Lab Created | Japan Daily Deaths Up 1,447% Despite High #Covid Vaccine And Mask Compliance | Natural Immunity Wins Again",0,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
